Realm;realm;hosts;string
Number of basic interval lengths between checks when retrying after a soft error;retry_interval;hosts;float
The number of downtimes this host is currently in;scheduled_downtime_depth;hosts;int
A list of all services of the host;services;hosts;list
A list of all services including detailed information about each service;services_with_info;hosts;list
A list of all services of the host together with state and has_been_checked;services_with_state;hosts;list
The name of the source problems (host or service);source_problems;hosts;list
The current state of the host (0: up, 1: down, 2: unreachable);state;hosts;int
Type of the current state (0: soft, 1: hard);state_type;hosts;int
The name of in image file for the status map;statusmap_image;hosts;string
The total number of services of the host;total_services;hosts;int
The worst hard state of all of the host's services (OK <= WARN <= UNKNOWN <= CRIT);worst_service_hard_state;hosts;int
The worst soft state of all of the host's services (OK <= WARN <= UNKNOWN <= CRIT);worst_service_state;hosts;int
3D-Coordinates: X;x_3d;hosts;float
3D-Coordinates: Y;y_3d;hosts;float
3D-Coordinates: Z;z_3d;hosts;float
Whether the service accepts passive checks (0/1);accept_passive_checks;services;int
Whether the current service problem has been acknowledged (0/1);acknowledged;services;int
The type of the acknownledgement (0: none, 1: normal, 2: sticky);acknowledgement_type;services;int
An optional URL for actions or custom information about the service;action_url;services;string
The action_url with (the most important) macros expanded;action_url_expanded;services;string
Whether active checks are enabled for the service (0/1);active_checks_enabled;services;int
The importance we gave to this service between the minimum 0 and the maximum 5;business_impact;services;int
Nagios command used for active checks;check_command;services;string
Number of basic interval lengths between two scheduled checks of the service;check_interval;services;float
The current check option, forced, normal, freshness... (0/1);check_options;services;int
The name of the check period of the service. It this is empty, the service is always checked.;check_period;services;string
The type of the last check (0: active, 1: passive);check_type;services;int
Whether active checks are enabled for the service (0/1);checks_enabled;services;int
List of the host/service that depend on this service (logical, network or business one).;child_dependencies;services;list
A list of all comment ids of the service;comments;services;list
A list of the ids of all comments of this service with id, author and comment;comments_with_info;services;list
A list of all contact groups this service is in;contact_groups;services;list
A list of all contacts of the service, either direct or via a contact group;contacts;services;list
The importance we gave to this service between the minimum 0 and the maximum 5;criticity;services;int
The number of the current check attempt;current_attempt;services;int
The number of the current notification;current_notification_number;services;int
A list of the names of all custom variables of the service;custom_variable_names;services;list
A list of the values of all custom variable of the service;custom_variable_values;services;list
A dictionary of the custom variables;custom_variables;services;list
Description of the service (also used as key);description;services;string
An optional display name (not used by Nagios standard web pages);display_name;services;string
A list of all downtime ids of the service;downtimes;services;list
A list of all downtimes of the service with id, author and comment;downtimes_with_info;services;list
Nagios command used as event handler;event_handler;services;string
Whether and event handler is activated for the service (0/1);event_handler_enabled;services;int
Time the host check needed for execution;execution_time;services;float
Delay before the first notification;first_notification_delay;services;float
Whether flap detection is enabled for the service (0/1);flap_detection_enabled;services;int
Whether the service state is an business rule based host or not (0/1);got_business_rule;services;int
A list of all service groups the service is in;groups;services;list
Whether the service already has been checked (0/1);has_been_checked;services;int
High threshold of flap detection;high_flap_threshold;services;float
Whether passive host checks are accepted (0/1);host_accept_passive_checks;services;int
Whether the current host problem has been acknowledged (0/1);host_acknowledged;services;int
Type of acknowledgement (0: none, 1: normal, 2: stick);host_acknowledgement_type;services;int
An optional URL to custom actions or information about this host;host_action_url;services;string
The same as action_url, but with the most important macros expanded;host_action_url_expanded;services;string
Whether active checks are enabled for the host (0/1);host_active_checks_enabled;services;int
IP address;host_address;services;string
An alias name for the host;host_alias;services;string
Nagios command for active host check of this host;host_check_command;services;string
Whether to check to send a recovery notification when flapping stops (0/1);host_check_flapping_recovery_notification;services;int
Whether freshness checks are activated (0/1);host_check_freshness;services;int
Number of basic interval lengths between two scheduled checks of the host;host_check_interval;services;float
The current check option, forced, normal, freshness... (0-2);host_check_options;services;int
Time period in which this host will be checked. If empty then the host will always be checked.;host_check_period;services;string
Type of check (0: active, 1: passive);host_check_type;services;int
Whether checks of the host are enabled (0/1);host_checks_enabled;services;int
A list of all direct childs of the host;host_childs;services;list
A list of the ids of all comments of this host;host_comments;services;list
A list of the ids of all comments of this host;host_comments_with_info;services;list
A list of all contact groups this host is in;host_contact_groups;services;list
A list of all contacts of this host, either direct or via a contact group;host_contacts;services;list
Number of the current check attempts;host_current_attempt;services;int
Number of the current notification;host_current_notification_number;services;int
A list of the names of all custom variables;host_custom_variable_names;services;list
A list of the values of the custom variables;host_custom_variable_values;services;list
A dictionary of the custom variables;host_custom_variables;services;list
Optional display name of the host - not used by Nagios' web interface;host_display_name;services;string
A list of the ids of all scheduled downtimes of this host;host_downtimes;services;list
A list of the all scheduled downtimes of the host with id, author and comment;host_downtimes_with_info;services;list
Whether event handling is enabled (0/1);host_event_handler_enabled;services;int
Time the host check needed for execution;host_execution_time;services;float
The value of the custom variable FILENAME;host_filename;services;string
Delay before the first notification;host_first_notification_delay;services;float
Whether flap detection is enabled (0/1);host_flap_detection_enabled;services;int
A list of all host groups this host is in;host_groups;services;list
The effective hard state of the host (eliminates a problem in hard_state);host_hard_state;services;int
Whether the host has already been checked (0/1);host_has_been_checked;services;int
High threshold of flap detection;host_high_flap_threshold;services;float
The name of an image file to be used in the web pages;host_icon_image;services;string
Alternative text for the icon_image;host_icon_image_alt;services;string
The same as icon_image, but with the most important macros expanded;host_icon_image_expanded;services;string
Whether this host is currently in its check period (0/1);host_in_check_period;services;int
Whether this host is currently in its notification period (0/1);host_in_notification_period;services;int
Initial host state;host_initial_state;services;int
is there a host check currently running... (0/1);host_is_executing;services;int
Whether the host state is flapping (0/1);host_is_flapping;services;int
Time of the last check (Unix timestamp);host_last_check;services;int
Last hard state;host_last_hard_state;services;int
Time of the last hard state change (Unix timestamp);host_last_hard_state_change;services;int
Time of the last notification (Unix timestamp);host_last_notification;services;int
State before last state change;host_last_state;services;int
Time of the last state change - soft or hard (Unix timestamp);host_last_state_change;services;int
The last time the host was DOWN (Unix timestamp);host_last_time_down;services;int
The last time the host was UNREACHABLE (Unix timestamp);host_last_time_unreachable;services;int
The last time the host was UP (Unix timestamp);host_last_time_up;services;int
Time difference between scheduled check time and actual check time;host_latency;services;float
Complete output from check plugin;host_long_plugin_output;services;string
Low threshold of flap detection;host_low_flap_threshold;services;float
Max check attempts for active host checks;host_max_check_attempts;services;int
A bitmask specifying which attributes have been modified;host_modified_attributes;services;int
A list of all modified attributes;host_modified_attributes_list;services;list
Host name;host_name;services;string
Scheduled time for the next check (Unix timestamp);host_next_check;services;int
Time of the next notification (Unix timestamp);host_next_notification;services;int
Whether to stop sending notifications (0/1);host_no_more_notifications;services;int
Optional notes for this host;host_notes;services;string
The same as notes, but with the most important macros expanded;host_notes_expanded;services;string
An optional URL with further information about the host;host_notes_url;services;string
Same es notes_url, but with the most important macros expanded;host_notes_url_expanded;services;string
Interval of periodic notification or 0 if its off;host_notification_interval;services;float
Time period in which problems of this host will be notified. If empty then notification will be always;host_notification_period;services;string
Whether notifications of the host are enabled (0/1);host_notifications_enabled;services;int
The total number of services of the host;host_num_services;services;int
The number of the host's services with the soft state CRIT;host_num_services_crit;services;int
The number of the host's services with the hard state CRIT;host_num_services_hard_crit;services;int
The number of the host's services with the hard state OK;host_num_services_hard_ok;services;int
The number of the host's services with the hard state UNKNOWN;host_num_services_hard_unknown;services;int
The number of the host's services with the hard state WARN;host_num_services_hard_warn;services;int
The number of the host's services with the soft state OK;host_num_services_ok;services;int
The number of the host's services which have not been checked yet (pending);host_num_services_pending;services;int
The number of the host's services with the soft state UNKNOWN;host_num_services_unknown;services;int
The number of the host's services with the soft state WARN;host_num_services_warn;services;int
The current obsess_over_host setting... (0/1);host_obsess_over_host;services;int
A list of all direct parents of the host;host_parents;services;list
Whether a flex downtime is pending (0/1);host_pending_flex_downtime;services;int
Percent state change;host_percent_state_change;services;float
Optional performance data of the last host check;host_perf_data;services;string
Output of the last host check;host_plugin_output;services;string
Whether there is a PNP4Nagios graph present for this host (0/1);host_pnpgraph_present;services;int
Whether processing of performance data is enabled (0/1);host_process_performance_data;services;int
Number of basic interval lengths between checks when retrying after a soft error;host_retry_interval;services;float
The number of downtimes this host is currently in;host_scheduled_downtime_depth;services;int
A list of all services of the host;host_services;services;list
A list of all services including detailed information about each service;host_services_with_info;services;list
A list of all services of the host together with state and has_been_checked;host_services_with_state;services;list
The current state of the host (0: up, 1: down, 2: unreachable);host_state;services;int
Type of the current state (0: soft, 1: hard);host_state_type;services;int
The name of in image file for the status map;host_statusmap_image;services;string
The total number of services of the host;host_total_services;services;int
The worst hard state of all of the host's services (OK <= WARN <= UNKNOWN <= CRIT);host_worst_service_hard_state;services;int
The worst soft state of all of the host's services (OK <= WARN <= UNKNOWN <= CRIT);host_worst_service_state;services;int
3D-Coordinates: X;host_x_3d;services;float
3D-Coordinates: Y;host_y_3d;services;float
3D-Coordinates: Z;host_z_3d;services;float
The name of an image to be used as icon in the web interface;icon_image;services;string
An alternative text for the icon_image for browsers not displaying icons;icon_image_alt;services;string
The icon_image with (the most important) macros expanded;icon_image_expanded;services;string
List of what the source impact (list of hosts and services);impacts;services;list
Whether the service is currently in its check period (0/1);in_check_period;services;int
Whether the service is currently in its notification period (0/1);in_notification_period;services;int
The initial state of the service;initial_state;services;int
is there a service check currently running... (0/1);is_executing;services;int
Whether the service is flapping (0/1);is_flapping;services;int
Whether the host state is an impact or not (0/1);is_impact;services;int
Whether the host state is a problem or not (0/1);is_problem;services;int
The time of the last check (Unix timestamp);last_check;services;int
The last hard state of the service;last_hard_state;services;int
The time of the last hard state change (Unix timestamp);last_hard_state_change;services;int
The time of the last notification (Unix timestamp);last_notification;services;int
The last state of the service;last_state;services;int
The time of the last state change (Unix timestamp);last_state_change;services;int
The last time the service was CRITICAL (Unix timestamp);last_time_critical;services;int
The last time the service was OK (Unix timestamp);last_time_ok;services;int
The last time the service was UNKNOWN (Unix timestamp);last_time_unknown;services;int
The last time the service was in WARNING state (Unix timestamp);last_time_warning;services;int
Time difference between scheduled check time and actual check time;latency;services;int
Unabbreviated output of the last check plugin;long_plugin_output;services;string
Low threshold of flap detection;low_flap_threshold;services;float
The maximum number of check attempts;max_check_attempts;services;int
A bitmask specifying which attributes have been modified;modified_attributes;services;int
A list of all modified attributes;modified_attributes_list;services;list
The scheduled time of the next check (Unix timestamp);next_check;services;int
The time of the next notification (Unix timestamp);next_notification;services;int
Whether to stop sending notifications (0/1);no_more_notifications;services;int
Optional notes about the service;notes;services;string
The notes with (the most important) macros expanded;notes_expanded;services;string
An optional URL for additional notes about the service;notes_url;services;string
The notes_url with (the most important) macros expanded;notes_url_expanded;services;string
Interval of periodic notification or 0 if its off;notification_interval;services;float
The name of the notification period of the service. It this is empty, service problems are always notified.;notification_period;services;string
Whether notifications are enabled for the service (0/1);notifications_enabled;services;int
Whether 'obsess_over_service' is enabled for the service (0/1);obsess_over_service;services;int
List of the dependencies (logical, network or business one) of this service.;parent_dependencies;services;list
Percent state change;percent_state_change;services;float
Performance data of the last check plugin;perf_data;services;string
Output of the last check plugin;plugin_output;services;string
Whether there is a PNP4Nagios graph present for this service (0/1);pnpgraph_present;services;int
Poller Tag;poller_tag;services;string
Whether processing of performance data is enabled for the service (0/1);process_performance_data;services;int
Number of basic interval lengths between checks when retrying after a soft error;retry_interval;services;float
The number of scheduled downtimes the service is currently in;scheduled_downtime_depth;services;int
The name of the source problems (host or service);source_problems;services;list
The current state of the service (0: OK, 1: WARN, 2: CRITICAL, 3: UNKNOWN);state;services;int
The type of the current state (0: soft, 1: hard);state_type;services;int
An optional URL to custom actions or information about the hostgroup;action_url;hostgroups;string
An alias of the hostgroup;alias;hostgroups;string
A list of all host names that are members of the hostgroup;members;hostgroups;list
A list of all host names that are members of the hostgroup together with state and has_been_checked;members_with_state;hostgroups;list
Name of the hostgroup;name;hostgroups;string
Optional notes to the hostgroup;notes;hostgroups;string
An optional URL with further information about the hostgroup;notes_url;hostgroups;string
The total number of hosts in the group;num_hosts;hostgroups;int
The number of hosts in the group that are down;num_hosts_down;hostgroups;int
The number of hosts in the group that are pending;num_hosts_pending;hostgroups;int
The number of hosts in the group that are unreachable;num_hosts_unreach;hostgroups;int
The number of hosts in the group that are up;num_hosts_up;hostgroups;int
The total number of services of hosts in this group;num_services;hostgroups;int
The total number of services with the state CRIT of hosts in this group;num_services_crit;hostgroups;int
The total number of services with the state CRIT of hosts in this group;num_services_hard_crit;hostgroups;int
The total number of services with the state OK of hosts in this group;num_services_hard_ok;hostgroups;int
The total number of services with the state UNKNOWN of hosts in this group;num_services_hard_unknown;hostgroups;int
The total number of services with the state WARN of hosts in this group;num_services_hard_warn;hostgroups;int
The total number of services with the state OK of hosts in this group;num_services_ok;hostgroups;int
The total number of services with the state Pending of hosts in this group;num_services_pending;hostgroups;int
The total number of services with the state UNKNOWN of hosts in this group;num_services_unknown;hostgroups;int
The total number of services with the state WARN of hosts in this group;num_services_warn;hostgroups;int
The worst state of all of the groups' hosts (UP <= UNREACHABLE <= DOWN);worst_host_state;hostgroups;int
The worst state of all services that belong to a host of this group (OK <= WARN <= UNKNOWN <= CRIT);worst_service_hard_state;hostgroups;int
The worst state of all services that belong to a host of this group (OK <= WARN <= UNKNOWN <= CRIT);worst_service_state;hostgroups;int
An optional URL to custom notes or actions on the service group;action_url;servicegroups;string
An alias of the service group;alias;servicegroups;string
A list of all members of the service group as host/service pairs;members;servicegroups;list
A list of all members of the service group with state and has_been_checked;members_with_state;servicegroups;list
The name of the service group;name;servicegroups;string
Optional additional notes about the service group;notes;servicegroups;string
An optional URL to further notes on the service group;notes_url;servicegroups;string
The total number of services in the group;num_services;servicegroups;int
The number of services in the group that are CRIT;num_services_crit;servicegroups;int
The number of services in the group that are CRIT;num_services_hard_crit;servicegroups;int
The number of services in the group that are OK;num_services_hard_ok;servicegroups;int
The number of services in the group that are UNKNOWN;num_services_hard_unknown;servicegroups;int
The number of services in the group that are WARN;num_services_hard_warn;servicegroups;int
The number of services in the group that are OK;num_services_ok;servicegroups;int
The number of services in the group that are PENDING;num_services_pending;servicegroups;int
The number of services in the group that are UNKNOWN;num_services_unknown;servicegroups;int
The number of services in the group that are WARN;num_services_warn;servicegroups;int
The worst soft state of all of the groups services (OK <= WARN <= UNKNOWN <= CRIT);worst_service_state;servicegroups;int
The additional field address1;address1;contacts;string
The additional field address2;address2;contacts;string
The additional field address3;address3;contacts;string
The additional field address4;address4;contacts;string
The additional field address5;address5;contacts;string
The additional field address6;address6;contacts;string
The full name of the contact;alias;contacts;string
Whether the contact is allowed to submit commands (0/1);can_submit_commands;contacts;int
A list of all custom variables of the contact;custom_variable_names;contacts;list
A list of the values of all custom variables of the contact;custom_variable_values;contacts;list
A dictionary of the custom variables;custom_variables;contacts;list
The email address of the contact;email;contacts;string
The time period in which the contact will be notified about host problems;host_notification_period;contacts;string
Whether the contact will be notified about host problems in general (0/1);host_notifications_enabled;contacts;int
Whether the contact is currently in his/her host notification period (0/1);in_host_notification_period;contacts;int
Whether the contact is currently in his/her service notification period (0/1);in_service_notification_period;contacts;int
A bitmask specifying which attributes have been modified;modified_attributes;contacts;int
A list of all modified attributes;modified_attributes_list;contacts;list
The login name of the contact person;name;contacts;string
The pager address of the contact;pager;contacts;string
The time period in which the contact will be notified about service problems;service_notification_period;contacts;string
Whether the contact will be notified about service problems in general (0/1);service_notifications_enabled;contacts;int
The alias of the contactgroup;alias;contactgroups;string
A list of all members of this contactgroup;members;contactgroups;list
The name of the contactgroup;name;contactgroups;string
The shell command line;line;commands;string
The name of the command;name;commands;string
The contact that scheduled the downtime;author;downtimes;string
A comment text;comment;downtimes;string
The duration of the downtime in seconds;duration;downtimes;int
The end time of the downtime as UNIX timestamp;end_time;downtimes;int
The time the entry was made as UNIX timestamp;entry_time;downtimes;int
A 1 if the downtime is fixed, a 0 if it is flexible;fixed;downtimes;int
Whether passive host checks are accepted (0/1);host_accept_passive_checks;downtimes;int
Whether the current host problem has been acknowledged (0/1);host_acknowledged;downtimes;int
Type of acknowledgement (0: none, 1: normal, 2: stick);host_acknowledgement_type;downtimes;int
An optional URL to custom actions or information about this host;host_action_url;downtimes;string
The same as action_url, but with the most important macros expanded;host_action_url_expanded;downtimes;string
Whether active checks are enabled for the host (0/1);host_active_checks_enabled;downtimes;int
IP address;host_address;downtimes;string
An alias name for the host;host_alias;downtimes;string
Nagios command for active host check of this host;host_check_command;downtimes;string
Whether to check to send a recovery notification when flapping stops (0/1);host_check_flapping_recovery_notification;downtimes;int
Whether freshness checks are activated (0/1);host_check_freshness;downtimes;int
Number of basic interval lengths between two scheduled checks of the host;host_check_interval;downtimes;float
The current check option, forced, normal, freshness... (0-2);host_check_options;downtimes;int
Time period in which this host will be checked. If empty then the host will always be checked.;host_check_period;downtimes;string
Type of check (0: active, 1: passive);host_check_type;downtimes;int
Whether checks of the host are enabled (0/1);host_checks_enabled;downtimes;int
A list of all direct childs of the host;host_childs;downtimes;list
A list of the ids of all comments of this host;host_comments;downtimes;list
A list of all comments of the host with id, author and comment;host_comments_with_info;downtimes;list
A list of all contact groups this host is in;host_contact_groups;downtimes;list
A list of all contacts of this host, either direct or via a contact group;host_contacts;downtimes;list
Number of the current check attempts;host_current_attempt;downtimes;int
Number of the current notification;host_current_notification_number;downtimes;int
A list of the names of all custom variables;host_custom_variable_names;downtimes;list
A list of the values of the custom variables;host_custom_variable_values;downtimes;list
A dictionary of the custom variables;host_custom_variables;downtimes;list
Optional display name of the host - not used by Nagios' web interface;host_display_name;downtimes;string
A list of the ids of all scheduled downtimes of this host;host_downtimes;downtimes;list
A list of the all scheduled downtimes of the host with id, author and comment;host_downtimes_with_info;downtimes;list
Whether event handling is enabled (0/1);host_event_handler_enabled;downtimes;int
Time the host check needed for execution;host_execution_time;downtimes;float
The value of the custom variable FILENAME;host_filename;downtimes;string
Delay before the first notification;host_first_notification_delay;downtimes;float
Whether flap detection is enabled (0/1);host_flap_detection_enabled;downtimes;int
A list of all host groups this host is in;host_groups;downtimes;list
The effective hard state of the host (eliminates a problem in hard_state);host_hard_state;downtimes;int
Whether the host has already been checked (0/1);host_has_been_checked;downtimes;int
High threshold of flap detection;host_high_flap_threshold;downtimes;float
The name of an image file to be used in the web pages;host_icon_image;downtimes;string
Alternative text for the icon_image;host_icon_image_alt;downtimes;string
The same as icon_image, but with the most important macros expanded;host_icon_image_expanded;downtimes;string
Whether this host is currently in its check period (0/1);host_in_check_period;downtimes;int
Whether this host is currently in its notification period (0/1);host_in_notification_period;downtimes;int
Initial host state;host_initial_state;downtimes;int
is there a host check currently running... (0/1);host_is_executing;downtimes;int
Whether the host state is flapping (0/1);host_is_flapping;downtimes;int
Time of the last check (Unix timestamp);host_last_check;downtimes;int
Last hard state;host_last_hard_state;downtimes;int
Time of the last hard state change (Unix timestamp);host_last_hard_state_change;downtimes;int
Time of the last notification (Unix timestamp);host_last_notification;downtimes;int
State before last state change;host_last_state;downtimes;int
Time of the last state change - soft or hard (Unix timestamp);host_last_state_change;downtimes;int
The last time the host was DOWN (Unix timestamp);host_last_time_down;downtimes;int
The last time the host was UNREACHABLE (Unix timestamp);host_last_time_unreachable;downtimes;int
The last time the host was UP (Unix timestamp);host_last_time_up;downtimes;int
Time difference between scheduled check time and actual check time;host_latency;downtimes;float
Complete output from check plugin;host_long_plugin_output;downtimes;string
Low threshold of flap detection;host_low_flap_threshold;downtimes;float
Max check attempts for active host checks;host_max_check_attempts;downtimes;int
A bitmask specifying which attributes have been modified;host_modified_attributes;downtimes;int
A list of all modified attributes;host_modified_attributes_list;downtimes;list
Host name;host_name;downtimes;string
Scheduled time for the next check (Unix timestamp);host_next_check;downtimes;int
Time of the next notification (Unix timestamp);host_next_notification;downtimes;int
Whether to stop sending notifications (0/1);host_no_more_notifications;downtimes;int
Optional notes for this host;host_notes;downtimes;string
The same as notes, but with the most important macros expanded;host_notes_expanded;downtimes;string
An optional URL with further information about the host;host_notes_url;downtimes;string
Same es notes_url, but with the most important macros expanded;host_notes_url_expanded;downtimes;string
Interval of periodic notification or 0 if its off;host_notification_interval;downtimes;float
Time period in which problems of this host will be notified. If empty then notification will be always;host_notification_period;downtimes;string
Whether notifications of the host are enabled (0/1);host_notifications_enabled;downtimes;int
The total number of services of the host;host_num_services;downtimes;int
The number of the host's services with the soft state CRIT;host_num_services_crit;downtimes;int
The number of the host's services with the hard state CRIT;host_num_services_hard_crit;downtimes;int
The number of the host's services with the hard state OK;host_num_services_hard_ok;downtimes;int
The number of the host's services with the hard state UNKNOWN;host_num_services_hard_unknown;downtimes;int
The number of the host's services with the hard state WARN;host_num_services_hard_warn;downtimes;int
The number of the host's services with the soft state OK;host_num_services_ok;downtimes;int
The number of the host's services which have not been checked yet (pending);host_num_services_pending;downtimes;int
The number of the host's services with the soft state UNKNOWN;host_num_services_unknown;downtimes;int
The number of the host's services with the soft state WARN;host_num_services_warn;downtimes;int
The current obsess_over_host setting... (0/1);host_obsess_over_host;downtimes;int
A list of all direct parents of the host;host_parents;downtimes;list
Whether a flex downtime is pending (0/1);host_pending_flex_downtime;downtimes;int
Percent state change;host_percent_state_change;downtimes;float
Optional performance data of the last host check;host_perf_data;downtimes;string
Output of the last host check;host_plugin_output;downtimes;string
Whether there is a PNP4Nagios graph present for this host (0/1);host_pnpgraph_present;downtimes;int
Whether processing of performance data is enabled (0/1);host_process_performance_data;downtimes;int
Number of basic interval lengths between checks when retrying after a soft error;host_retry_interval;downtimes;float
The number of downtimes this host is currently in;host_scheduled_downtime_depth;downtimes;int
A list of all services of the host;host_services;downtimes;list
A list of all services including detailed information about each service;host_services_with_info;downtimes;list
A list of all services of the host together with state and has_been_checked;host_services_with_state;downtimes;list
The current state of the host (0: up, 1: down, 2: unreachable);host_state;downtimes;int
Type of the current state (0: soft, 1: hard);host_state_type;downtimes;int
The name of in image file for the status map;host_statusmap_image;downtimes;string
The total number of services of the host;host_total_services;downtimes;int
The worst hard state of all of the host's services (OK <= WARN <= UNKNOWN <= CRIT);host_worst_service_hard_state;downtimes;int
The worst soft state of all of the host's services (OK <= WARN <= UNKNOWN <= CRIT);host_worst_service_state;downtimes;int
3D-Coordinates: X;host_x_3d;downtimes;float
3D-Coordinates: Y;host_y_3d;downtimes;float
3D-Coordinates: Z;host_z_3d;downtimes;float
The id of the downtime;id;downtimes;int
